iteration;exec time (1 thread);exec time (4 threads);exec time (4 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(4 threads)
0;0.251615;0.092582;0.062904;2.717748;4.000000;0.679437;1.000000;80000512.000000;80000512.000000
1;0.499088;0.157869;0.124772;3.161398;4.000000;0.790349;1.000000;79599808.000000;79599808.000000
2;0.759543;0.225126;0.189886;3.373865;4.000000;0.843466;1.000000;79202272.000000;79202272.000000
3;0.984252;0.290352;0.246063;3.389852;4.000000;0.847463;1.000000;78806864.000000;78806880.000000
4;1.217254;0.353116;0.304314;3.447181;4.000000;0.861795;1.000000;78413592.000000;78413608.000000
5;1.492918;0.419065;0.373229;3.562498;4.000000;0.890625;1.000000;78022456.000000;78022464.000000
6;1.734756;0.485400;0.433689;3.573870;4.000000;0.893468;1.000000;77633408.000000;77633432.000000
7;1.961594;0.550903;0.490399;3.560689;4.000000;0.890172;1.000000;77246520.000000;77246520.000000
8;2.198219;0.618423;0.549555;3.554553;4.000000;0.888638;1.000000;76861696.000000;76861696.000000
9;2.446578;0.684739;0.611645;3.573008;4.000000;0.893252;1.000000;76480008.000000;76480000.000000
10;2.685774;0.749297;0.671443;3.584392;4.000000;0.896098;1.000000;76099416.000000;76099384.000000
11;2.919199;0.812230;0.729800;3.594056;4.000000;0.898514;1.000000;75720856.000000;75720832.000000
12;3.141640;0.870661;0.785410;3.608339;4.000000;0.902085;1.000000;75344384.000000;75345400.000000
13;3.387249;0.939747;0.846812;3.604426;4.000000;0.901106;1.000000;74971024.000000;74971024.000000
14;3.629512;1.004527;0.907378;3.613154;4.000000;0.903289;1.000000;74598704.000000;74598680.000000
15;3.856381;1.067902;0.964095;3.611174;4.000000;0.902794;1.000000;74229432.000000;74229448.000000
16;4.091117;1.131320;1.022779;3.616232;4.000000;0.904058;1.000000;73861256.000000;73861240.000000
17;4.348784;1.195395;1.087196;3.637947;4.000000;0.909487;1.000000;73496104.000000;73496104.000000
18;4.586969;1.260397;1.146742;3.639305;4.000000;0.909826;1.000000;73132016.000000;73131992.000000
19;4.809150;1.327140;1.202288;3.623694;4.000000;0.905923;1.000000;72769872.000000;72769880.000000
20;5.036633;1.398595;1.259158;3.601210;4.000000;0.900303;1.000000;72410848.000000;72410864.000000
21;5.302677;1.468209;1.325669;3.611662;4.000000;0.902916;1.000000;72052824.000000;72052824.000000
22;5.530996;1.536503;1.382749;3.599730;4.000000;0.899933;1.000000;71696832.000000;71696808.000000
23;5.750975;1.607209;1.437744;3.578238;4.000000;0.894560;1.000000;71343840.000000;71343808.000000
24;5.987508;1.681826;1.496877;3.560124;4.000000;0.890031;1.000000;70991832.000000;70991840.000000
25;6.272026;1.752607;1.568006;3.578684;4.000000;0.894671;1.000000;70641784.000000;70641808.000000
