iteration;exec time (1 thread);exec time (8 threads);exec time (8 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(8 threads)
117;6.269963;1.538428;0.783745;4.075564;8.000000;0.509445;1.000000;45437068.000000;45437068.000000
118;6.325115;1.558200;0.790639;4.059245;8.000000;0.507406;1.000000;45226236.000000;45226228.000000
119;6.378788;1.579284;0.797348;4.039037;8.000000;0.504880;1.000000;45016260.000000;45016244.000000
120;6.430464;1.592297;0.803808;4.038482;8.000000;0.504810;1.000000;44808100.000000;44808108.000000
121;6.482131;1.610309;0.810266;4.025396;8.000000;0.503175;1.000000;44600292.000000;44600292.000000
122;6.532381;1.626970;0.816548;4.015060;8.000000;0.501882;1.000000;44393620.000000;44393608.000000
123;6.585362;1.640846;0.823170;4.013394;8.000000;0.501674;1.000000;44188568.000000;44188576.000000
124;6.640104;1.664245;0.830013;3.989860;8.000000;0.498733;1.000000;43984076.000000;43984088.000000
125;6.699775;1.675693;0.837472;3.998211;8.000000;0.499776;1.000000;43780952.000000;43780976.000000
126;6.749814;1.694845;0.843727;3.982556;8.000000;0.497819;1.000000;43578500.000000;43578516.000000
127;6.800962;1.708673;0.850120;3.980260;8.000000;0.497533;1.000000;43377636.000000;43377656.000000
128;6.851563;1.724170;0.856445;3.973833;8.000000;0.496729;1.000000;43177640.000000;43177660.000000
129;6.898343;1.750116;0.862293;3.941648;8.000000;0.492706;1.000000;42978544.000000;42978560.000000
130;6.946668;1.760901;0.868333;3.944951;8.000000;0.493119;1.000000;42780560.000000;42780584.000000
131;7.000605;1.770749;0.875076;3.953470;8.000000;0.494184;1.000000;42584016.000000;42584028.000000
132;7.051573;1.783792;0.881447;3.953136;8.000000;0.494142;1.000000;42388320.000000;42388340.000000
133;7.105323;1.801343;0.888165;3.944460;8.000000;0.493057;1.000000;42193024.000000;42193024.000000
134;7.159236;1.812261;0.894905;3.950443;8.000000;0.493805;1.000000;41999336.000000;41999360.000000
135;7.212613;1.823291;0.901577;3.955822;8.000000;0.494478;1.000000;41806824.000000;41806828.000000
136;7.263581;1.834752;0.907948;3.958889;8.000000;0.494861;1.000000;41615224.000000;41615248.000000
137;7.317082;1.849080;0.914635;3.957147;8.000000;0.494643;1.000000;41424024.000000;41424020.000000
138;7.371709;1.860797;0.921464;3.961587;8.000000;0.495198;1.000000;41234440.000000;41234480.000000
139;7.422697;1.881655;0.927837;3.944770;8.000000;0.493096;1.000000;41045840.000000;41045860.000000
140;7.474167;1.893109;0.934271;3.948091;8.000000;0.493511;1.000000;40857812.000000;40857848.000000
141;7.530248;1.909204;0.941281;3.944181;8.000000;0.493023;1.000000;40671284.000000;40671296.000000
142;7.582035;1.919295;0.947754;3.950428;8.000000;0.493803;1.000000;40485680.000000;40485676.000000
143;7.638056;1.936930;0.954757;3.943382;8.000000;0.492923;1.000000;40300444.000000;40300456.000000
144;7.690041;1.948282;0.961255;3.947087;8.000000;0.493386;1.000000;40116904.000000;40116896.000000
145;7.744724;1.959587;0.968091;3.952224;8.000000;0.494028;1.000000;39933808.000000;39933796.000000
146;7.801760;1.971324;0.975220;3.957625;8.000000;0.494703;1.000000;39751868.000000;39751872.000000
147;7.856010;1.982595;0.982001;3.962489;8.000000;0.495311;1.000000;39571096.000000;39571096.000000
148;7.908476;1.993743;0.988559;3.966648;8.000000;0.495831;1.000000;39391052.000000;39391048.000000
149;7.989990;2.014637;0.998749;3.965970;8.000000;0.495746;1.000000;39211924.000000;39211936.000000
150;8.053930;2.070494;1.006741;3.889859;8.000000;0.486232;1.000000;39033764.000000;39033764.000000
151;8.109296;2.093754;1.013662;3.873089;8.000000;0.484136;1.000000;38856508.000000;38856504.000000
152;8.163853;2.112746;1.020482;3.864096;8.000000;0.483012;1.000000;38680488.000000;38680496.000000
153;8.214709;2.138554;1.026839;3.841246;8.000000;0.480156;1.000000;38504640.000000;38504640.000000
154;8.266121;2.151970;1.033265;3.841188;8.000000;0.480148;1.000000;38330340.000000;38330336.000000
155;8.319521;2.169644;1.039940;3.834510;8.000000;0.479314;1.000000;38157084.000000;38157096.000000
156;8.372928;2.185625;1.046616;3.830907;8.000000;0.478863;1.000000;37984104.000000;37984108.000000
157;8.428319;2.195842;1.053540;3.838309;8.000000;0.479789;1.000000;37812356.000000;37812348.000000
158;8.481272;2.208306;1.060159;3.840623;8.000000;0.480078;1.000000;37641340.000000;37641340.000000
159;8.533918;2.229475;1.066740;3.827771;8.000000;0.478471;1.000000;37471516.000000;37471504.000000
160;8.588637;2.257937;1.073580;3.803754;8.000000;0.475469;1.000000;37302364.000000;37302352.000000
161;8.640443;2.271057;1.080055;3.804592;8.000000;0.475574;1.000000;37134208.000000;37134216.000000
162;8.695283;2.285640;1.086910;3.804310;8.000000;0.475539;1.000000;36967296.000000;36967304.000000
163;8.745678;2.299877;1.093210;3.802672;8.000000;0.475334;1.000000;36800668.000000;36800664.000000
164;8.806946;2.314692;1.100868;3.804802;8.000000;0.475600;1.000000;36634696.000000;36634676.000000
165;8.862190;2.325476;1.107774;3.810914;8.000000;0.476364;1.000000;36469968.000000;36469956.000000
166;8.915205;2.337149;1.114401;3.814565;8.000000;0.476821;1.000000;36306232.000000;36306240.000000
167;8.965933;2.347284;1.120742;3.819705;8.000000;0.477463;1.000000;36143188.000000;36143204.000000
168;9.016776;2.359296;1.127097;3.821808;8.000000;0.477726;1.000000;35981220.000000;35981208.000000
169;9.066391;2.374827;1.133299;3.817706;8.000000;0.477213;1.000000;35819700.000000;35819704.000000
170;9.121982;2.386275;1.140248;3.822687;8.000000;0.477836;1.000000;35659428.000000;35659424.000000
171;9.179962;2.397153;1.147495;3.829527;8.000000;0.478691;1.000000;35499912.000000;35499928.000000
172;9.238961;2.415389;1.154870;3.825040;8.000000;0.478130;1.000000;35340584.000000;35340588.000000
173;9.293500;2.425952;1.161687;3.830867;8.000000;0.478858;1.000000;35182544.000000;35182548.000000
174;9.347291;2.439161;1.168411;3.832175;8.000000;0.479022;1.000000;35025788.000000;35025804.000000
175;9.397841;2.455546;1.174730;3.827190;8.000000;0.478399;1.000000;34869008.000000;34869012.000000
176;9.449132;2.467441;1.181141;3.829526;8.000000;0.478691;1.000000;34713492.000000;34713496.000000
177;9.499143;2.478509;1.187393;3.832603;8.000000;0.479075;1.000000;34558760.000000;34558760.000000
178;9.550357;2.493063;1.193795;3.830772;8.000000;0.478847;1.000000;34404508.000000;34404500.000000
179;9.600394;2.508937;1.200049;3.826478;8.000000;0.478310;1.000000;34251516.000000;34251520.000000
180;9.653874;2.519100;1.206734;3.832271;8.000000;0.479034;1.000000;34099028.000000;34099040.000000
181;9.705383;2.535935;1.213173;3.827142;8.000000;0.478393;1.000000;33947364.000000;33947360.000000
182;9.760915;2.546377;1.220114;3.833257;8.000000;0.479157;1.000000;33796212.000000;33796216.000000
183;9.816245;2.556989;1.227031;3.838986;8.000000;0.479873;1.000000;33646568.000000;33646568.000000
184;9.868525;2.569616;1.233566;3.840468;8.000000;0.480058;1.000000;33497198.000000;33497200.000000
185;9.920106;2.581575;1.240013;3.842656;8.000000;0.480332;1.000000;33348542.000000;33348546.000000
186;9.971872;2.592857;1.246484;3.845901;8.000000;0.480738;1.000000;33201018.000000;33201038.000000
187;10.021707;2.602768;1.252713;3.850403;8.000000;0.481300;1.000000;33053742.000000;33053740.000000
188;10.071959;2.613760;1.258995;3.853437;8.000000;0.481680;1.000000;32907200.000000;32907200.000000
189;10.120928;2.625937;1.265116;3.854215;8.000000;0.481777;1.000000;32761748.000000;32761758.000000
190;10.172369;2.636990;1.271546;3.857569;8.000000;0.482196;1.000000;32617378.000000;32617364.000000
191;10.221990;2.648994;1.277749;3.858820;8.000000;0.482353;1.000000;32472950.000000;32472950.000000
192;10.271957;2.660251;1.283995;3.861273;8.000000;0.482659;1.000000;32329774.000000;32329788.000000
193;10.321889;2.670392;1.290236;3.865308;8.000000;0.483164;1.000000;32187276.000000;32187280.000000
194;10.371830;2.680829;1.296479;3.868889;8.000000;0.483611;1.000000;32045264.000000;32045268.000000
195;10.422184;2.692282;1.302773;3.871134;8.000000;0.483892;1.000000;31904036.000000;31904044.000000
196;10.472008;2.702357;1.309001;3.875139;8.000000;0.484392;1.000000;31763628.000000;31763628.000000
197;10.522335;2.714166;1.315292;3.876821;8.000000;0.484603;1.000000;31623992.000000;31624006.000000
198;10.572195;2.726344;1.321524;3.877792;8.000000;0.484724;1.000000;31485022.000000;31485036.000000
199;10.622333;2.737427;1.327792;3.880408;8.000000;0.485051;1.000000;31346756.000000;31346762.000000
200;10.671472;2.752683;1.333934;3.876753;8.000000;0.484594;1.000000;31209298.000000;31209304.000000
201;10.721814;2.763978;1.340227;3.879125;8.000000;0.484891;1.000000;31072380.000000;31072392.000000
202;10.771008;2.776136;1.346376;3.879856;8.000000;0.484982;1.000000;30936092.000000;30936094.000000
203;10.823268;2.785887;1.352909;3.885035;8.000000;0.485629;1.000000;30800848.000000;30800850.000000
204;10.873759;2.797609;1.359220;3.886804;8.000000;0.485851;1.000000;30665896.000000;30665910.000000
205;10.925466;2.808528;1.365683;3.890103;8.000000;0.486263;1.000000;30531778.000000;30531786.000000
206;10.976684;2.820001;1.372086;3.892440;8.000000;0.486555;1.000000;30398436.000000;30398452.000000
207;11.027971;2.830607;1.378496;3.895974;8.000000;0.486997;1.000000;30265474.000000;30265492.000000
208;11.081342;2.845605;1.385168;3.894196;8.000000;0.486774;1.000000;30133568.000000;30133582.000000
209;11.132049;2.858252;1.391506;3.894705;8.000000;0.486838;1.000000;30002212.000000;30002204.000000
210;11.182710;2.871537;1.397839;3.894329;8.000000;0.486791;1.000000;29871164.000000;29871160.000000
211;11.233921;2.881751;1.404240;3.898297;8.000000;0.487287;1.000000;29741224.000000;29741226.000000
212;11.285947;2.891395;1.410743;3.903288;8.000000;0.487911;1.000000;29612132.000000;29612146.000000
213;11.336316;2.902879;1.417039;3.905198;8.000000;0.488150;1.000000;29483054.000000;29483056.000000
214;11.386762;2.914328;1.423345;3.907166;8.000000;0.488396;1.000000;29355188.000000;29355186.000000
215;11.437670;2.925806;1.429709;3.909237;8.000000;0.488655;1.000000;29227772.000000;29227776.000000
216;11.487861;2.936328;1.435983;3.912322;8.000000;0.489040;1.000000;29100962.000000;29100980.000000
217;11.539282;2.950644;1.442410;3.910767;8.000000;0.488846;1.000000;28974806.000000;28974812.000000
218;11.589277;2.962408;1.448660;3.912113;8.000000;0.489014;1.000000;28849212.000000;28849216.000000
219;11.639054;2.973533;1.454882;3.914218;8.000000;0.489277;1.000000;28724154.000000;28724148.000000
220;11.690022;2.983521;1.461253;3.918197;8.000000;0.489775;1.000000;28600220.000000;28600228.000000
221;11.740965;2.994731;1.467621;3.920541;8.000000;0.490068;1.000000;28476400.000000;28476404.000000
222;11.791232;3.005558;1.473904;3.923142;8.000000;0.490393;1.000000;28353390.000000;28353392.000000
223;11.840122;3.025675;1.480015;3.913217;8.000000;0.489152;1.000000;28230768.000000;28230764.000000
224;11.890378;3.038392;1.486297;3.913378;8.000000;0.489172;1.000000;28108998.000000;28108996.000000
225;11.941698;3.049593;1.492712;3.915834;8.000000;0.489479;1.000000;27987788.000000;27987794.000000
226;11.991215;3.062653;1.498902;3.915303;8.000000;0.489413;1.000000;27867210.000000;27867214.000000
227;12.040600;3.074690;1.505075;3.916038;8.000000;0.489505;1.000000;27747210.000000;27747204.000000
228;12.090651;3.084406;1.511331;3.919929;8.000000;0.489991;1.000000;27627804.000000;27627802.000000
229;12.140940;3.095564;1.517617;3.922045;8.000000;0.490256;1.000000;27509016.000000;27509020.000000
230;12.189638;3.107638;1.523705;3.922477;8.000000;0.490310;1.000000;27390880.000000;27390882.000000
231;12.238666;3.119424;1.529833;3.923373;8.000000;0.490422;1.000000;27273278.000000;27273258.000000
232;12.286968;3.131563;1.535871;3.923590;8.000000;0.490449;1.000000;27156388.000000;27156376.000000
233;12.336660;3.143174;1.542083;3.924905;8.000000;0.490613;1.000000;27040030.000000;27040026.000000
234;12.386880;3.153614;1.548360;3.927836;8.000000;0.490980;1.000000;26923988.000000;26923988.000000
235;12.436310;3.165107;1.554539;3.929191;8.000000;0.491149;1.000000;26809140.000000;26809148.000000
236;12.486922;3.176527;1.560865;3.930999;8.000000;0.491375;1.000000;26694436.000000;26694430.000000
237;12.535484;3.190523;1.566935;3.928974;8.000000;0.491122;1.000000;26580012.000000;26580016.000000
238;12.584836;3.203033;1.573105;3.929037;8.000000;0.491130;1.000000;26466492.000000;26466488.000000
239;12.635209;3.223775;1.579401;3.919383;8.000000;0.489923;1.000000;26353582.000000;26353582.000000
240;12.684550;3.237114;1.585569;3.918475;8.000000;0.489809;1.000000;26241342.000000;26241356.000000
241;12.734049;3.248314;1.591756;3.920203;8.000000;0.490025;1.000000;26129450.000000;26129456.000000
242;12.783882;3.258230;1.597985;3.923567;8.000000;0.490446;1.000000;26018162.000000;26018164.000000
243;12.833162;3.269737;1.604145;3.924830;8.000000;0.490604;1.000000;25907264.000000;25907278.000000
244;12.887492;3.281545;1.610937;3.927264;8.000000;0.490908;1.000000;25797216.000000;25797226.000000
245;12.937468;3.299853;1.617184;3.920619;8.000000;0.490077;1.000000;25687582.000000;25687594.000000
246;12.987296;3.311790;1.623412;3.921534;8.000000;0.490192;1.000000;25578586.000000;25578590.000000
247;13.036640;3.321788;1.629580;3.924585;8.000000;0.490573;1.000000;25469918.000000;25469922.000000
248;13.085700;3.335409;1.635712;3.923267;8.000000;0.490408;1.000000;25361916.000000;25361912.000000
249;13.135147;3.349266;1.641893;3.921798;8.000000;0.490225;1.000000;25254516.000000;25254526.000000
250;13.186165;3.359715;1.648271;3.924787;8.000000;0.490598;1.000000;25147516.000000;25147512.000000
251;13.236580;3.370758;1.654573;3.926885;8.000000;0.490861;1.000000;25041208.000000;25041204.000000
252;13.287904;3.381954;1.660988;3.929061;8.000000;0.491133;1.000000;24935470.000000;24935480.000000
253;13.340280;3.392759;1.667535;3.931986;8.000000;0.491498;1.000000;24829908.000000;24829910.000000
254;13.390615;3.402410;1.673827;3.935626;8.000000;0.491953;1.000000;24725174.000000;24725178.000000
255;13.440524;3.418090;1.680065;3.932174;8.000000;0.491522;1.000000;24620866.000000;24620868.000000
256;13.491561;3.429693;1.686445;3.933752;8.000000;0.491719;1.000000;24516936.000000;24516934.000000
257;13.543868;3.443265;1.692983;3.933437;8.000000;0.491680;1.000000;24413706.000000;24413710.000000
258;13.594896;3.454649;1.699362;3.935247;8.000000;0.491906;1.000000;24310820.000000;24310826.000000
259;13.647605;3.465687;1.705951;3.937922;8.000000;0.492240;1.000000;24208844.000000;24208852.000000
260;13.698266;3.476134;1.712283;3.940661;8.000000;0.492583;1.000000;24107042.000000;24107028.000000
261;13.753123;3.488580;1.719140;3.942328;8.000000;0.492791;1.000000;24005584.000000;24005584.000000
262;13.806012;3.501170;1.725752;3.943256;8.000000;0.492907;1.000000;23904792.000000;23904784.000000
263;13.859288;3.513521;1.732411;3.944559;8.000000;0.493070;1.000000;23804912.000000;23804908.000000
264;13.917279;3.525538;1.739660;3.947562;8.000000;0.493445;1.000000;23704916.000000;23704910.000000
265;13.971181;3.538508;1.746398;3.948325;8.000000;0.493541;1.000000;23605540.000000;23605532.000000
266;14.024559;3.552931;1.753070;3.947321;8.000000;0.493415;1.000000;23506894.000000;23506894.000000
267;14.078143;3.565630;1.759768;3.948291;8.000000;0.493536;1.000000;23408652.000000;23408640.000000
268;14.129996;3.581254;1.766250;3.945544;8.000000;0.493193;1.000000;23310736.000000;23310740.000000
269;14.182241;3.594038;1.772780;3.946047;8.000000;0.493256;1.000000;23213542.000000;23213544.000000
270;14.238071;3.607107;1.779759;3.947227;8.000000;0.493403;1.000000;23116444.000000;23116444.000000
