iteration;exec time (1 thread);exec time (16 threads);exec time (16 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(16 threads)
151;6.950898;1.767874;0.434431;3.931783;16.000000;0.245736;1.000000;38856508.000000;38856504.000000
152;7.000632;1.781754;0.437539;3.929068;16.000000;0.245567;1.000000;38680488.000000;38680496.000000
153;7.056636;1.793121;0.441040;3.935393;16.000000;0.245962;1.000000;38504640.000000;38504640.000000
154;7.109031;1.807658;0.444314;3.932731;16.000000;0.245796;1.000000;38330340.000000;38330336.000000
155;7.159983;1.821101;0.447499;3.931678;16.000000;0.245730;1.000000;38157084.000000;38157096.000000
156;7.208864;1.833047;0.450554;3.932721;16.000000;0.245795;1.000000;37984104.000000;37984108.000000
157;7.255730;1.845778;0.453483;3.930988;16.000000;0.245687;1.000000;37812356.000000;37812348.000000
158;7.303976;1.858925;0.456498;3.929140;16.000000;0.245571;1.000000;37641340.000000;37641340.000000
159;7.352313;1.872584;0.459520;3.926293;16.000000;0.245393;1.000000;37471516.000000;37471504.000000
160;7.400455;1.886024;0.462528;3.923838;16.000000;0.245240;1.000000;37302364.000000;37302352.000000
161;7.451166;1.899414;0.465698;3.922877;16.000000;0.245180;1.000000;37134208.000000;37134216.000000
162;7.503458;1.911104;0.468966;3.926242;16.000000;0.245390;1.000000;36967296.000000;36967304.000000
163;7.554235;1.923867;0.472140;3.926590;16.000000;0.245412;1.000000;36800668.000000;36800664.000000
164;7.603825;1.936148;0.475239;3.927295;16.000000;0.245456;1.000000;36634696.000000;36634676.000000
165;7.653020;1.947351;0.478314;3.929964;16.000000;0.245623;1.000000;36469968.000000;36469956.000000
166;7.701082;1.961784;0.481318;3.925550;16.000000;0.245347;1.000000;36306232.000000;36306240.000000
167;7.748490;1.974593;0.484281;3.924094;16.000000;0.245256;1.000000;36143188.000000;36143204.000000
168;7.798581;1.986419;0.487411;3.925950;16.000000;0.245372;1.000000;35981220.000000;35981208.000000
169;7.847810;1.999147;0.490488;3.925578;16.000000;0.245349;1.000000;35819700.000000;35819704.000000
170;7.894597;2.012260;0.493412;3.923248;16.000000;0.245203;1.000000;35659428.000000;35659424.000000
171;7.938944;2.025414;0.496184;3.919665;16.000000;0.244979;1.000000;35499912.000000;35499928.000000
