iteration;exec time (1 thread);exec time (2 threads);exec time (2 threads linear);speedup;speedup (linear);efficiency;efficiency (linear);difference (1 thread);difference(2 threads)
146;6.522733;3.372814;3.261366;1.933914;2.000000;0.966957;1.000000;39751868.000000;39751868.000000
147;6.565408;3.395147;3.282704;1.933762;2.000000;0.966881;1.000000;39571096.000000;39571100.000000
148;6.608780;3.417880;3.304390;1.933590;2.000000;0.966795;1.000000;39391052.000000;39391040.000000
149;6.652981;3.440067;3.326490;1.933969;2.000000;0.966984;1.000000;39211924.000000;39211928.000000
150;6.697263;3.461907;3.348632;1.934559;2.000000;0.967279;1.000000;39033764.000000;39033756.000000
151;6.740725;3.483948;3.370363;1.934795;2.000000;0.967397;1.000000;38856508.000000;38856496.000000
152;6.784221;3.506107;3.392111;1.934973;2.000000;0.967486;1.000000;38680488.000000;38680496.000000
153;6.827051;3.528232;3.413525;1.934978;2.000000;0.967489;1.000000;38504640.000000;38504648.000000
154;6.869645;3.550437;3.434823;1.934873;2.000000;0.967437;1.000000;38330340.000000;38330340.000000
155;6.911728;3.572734;3.455864;1.934577;2.000000;0.967288;1.000000;38157084.000000;38157104.000000
156;6.954286;3.594939;3.477143;1.934466;2.000000;0.967233;1.000000;37984104.000000;37984120.000000
157;6.996714;3.616742;3.498357;1.934535;2.000000;0.967267;1.000000;37812356.000000;37812344.000000
158;7.038649;3.637640;3.519325;1.934949;2.000000;0.967475;1.000000;37641340.000000;37641344.000000
159;7.082553;3.659737;3.541277;1.935263;2.000000;0.967631;1.000000;37471516.000000;37471496.000000
160;7.125323;3.681722;3.562662;1.935323;2.000000;0.967662;1.000000;37302364.000000;37302348.000000
161;7.170351;3.704198;3.585176;1.935736;2.000000;0.967868;1.000000;37134208.000000;37134200.000000
162;7.214903;3.726721;3.607451;1.935992;2.000000;0.967996;1.000000;36967296.000000;36967300.000000
163;7.257641;3.748589;3.628821;1.936099;2.000000;0.968050;1.000000;36800668.000000;36800656.000000
164;7.300272;3.769460;3.650136;1.936689;2.000000;0.968345;1.000000;36634696.000000;36634668.000000
165;7.344401;3.790762;3.672200;1.937447;2.000000;0.968724;1.000000;36469968.000000;36469952.000000
166;7.388988;3.813793;3.694494;1.937438;2.000000;0.968719;1.000000;36306232.000000;36306224.000000
167;7.431335;3.835327;3.715668;1.937601;2.000000;0.968801;1.000000;36143188.000000;36143200.000000
168;7.474154;3.857165;3.737077;1.937733;2.000000;0.968866;1.000000;35981220.000000;35981196.000000
169;7.518524;3.878215;3.759262;1.938656;2.000000;0.969328;1.000000;35819700.000000;35819680.000000
170;7.562262;3.899905;3.781131;1.939088;2.000000;0.969544;1.000000;35659428.000000;35659440.000000
171;7.605823;3.921853;3.802911;1.939344;2.000000;0.969672;1.000000;35499912.000000;35499928.000000
172;7.647552;3.943979;3.823776;1.939045;2.000000;0.969523;1.000000;35340584.000000;35340608.000000
173;7.690378;3.965177;3.845189;1.939479;2.000000;0.969740;1.000000;35182544.000000;35182552.000000
174;7.734485;3.987352;3.867242;1.939755;2.000000;0.969877;1.000000;35025788.000000;35025800.000000
175;7.777527;4.009260;3.888764;1.939891;2.000000;0.969945;1.000000;34869008.000000;34869020.000000
176;7.820453;4.031651;3.910226;1.939764;2.000000;0.969882;1.000000;34713492.000000;34713504.000000
177;7.863300;4.053397;3.931650;1.939928;2.000000;0.969964;1.000000;34558760.000000;34558768.000000
